Open Street (yes/no), Latitude, Longitude 
no,-73.90698,40.70003
no,-73.90142,40.700493
no,-73.907005,40.67024
no,-73.98695,40.756035
no,-73.80775,40.70058
no,-73.9898,40.757233
no,-73.9653,40.759308
no,-73.99071,40.689144
no,-73.97498,40.76338
no,-73.88046,40.882217
no,-74.02567,40.62214
no,-73.994865,40.714222
no,-73.999405,40.722317
no,-73.902084,40.673573
no,-73.96849,40.75895
no,-73.98488,40.758865
no,-73.99118,40.717342
no,-73.99237,40.68969
no,-73.902084,40.673573
no,-73.96434,40.7606
no,-73.9898,40.757233
no,-74.016174,40.63948
no,-73.996086,40.716194
no,-74.10977,40.570465
no,-73.95091,40.636086
no,-73.99071,40.689144
no,-73.773766,40.768974
no,-73.99209,40.754093
no,-73.98885,40.758533
no,-73.98638,40.71661
no,-73.94959,40.679634
no,-73.91606,40.76261
no,-74.107475,40.630363
no,-73.94194,40.700726
no,-73.90921,40.70017
no,-73.94549,40.80777
no,-73.80789,40.701187
no,-73.99357,40.753906
no,-74.00072,40.718544
no,-74.02193,40.637436
no,-73.967545,40.760254
no,-73.9171,40.76132
yes,-73.9843,40.671593
no,-73.97982,40.686646
no,-73.91677,40.816555
no,-74.01324,40.642303
yes,-74.022964,40.6287
no,-73.98589,40.762566
no,-73.920876,40.756676
no,-73.90344,40.88082
no,-73.90479,40.87892
no,-73.97417,40.76134
no,-73.766075,40.657864
no,-73.9777,40.75712
no,-73.97396,40.68228
no,-73.94552,40.63079
no,-73.9866,40.718006
no,-73.94777,40.633717
no,-74.014984,40.640625
no,-74.014404,40.641186
no,-73.903275,40.67079
no,-73.88808,40.85378
no,-73.988205,40.718555
no,-73.95893,40.65121
no,-73.81393,40.69775
no,-73.881935,40.88213
no,-73.97794,40.689804
no,-74.00624,40.723118
no,-73.768425,40.656757
no,-73.882744,40.866047
no,-73.94227,40.75126
no,-74.16389,40.54292
no,-73.99686,40.757732
yes,-73.98272,40.688457
no,-73.97693,40.75925
no,-73.99882,40.723022
no,-73.99777,40.716812
no,-73.92242,40.74359
no,-73.9449,40.746117
no,-73.83015,40.759567
no,-73.90021,40.700497
no,-73.96865,40.7616
yes,-73.97961,40.677677
no,-74.00974,40.645664
no,-73.83015,40.759567
no,-73.79375,40.705902
no,-73.97549,40.78195
no,-73.828804,40.75667
no,-73.96659,40.76155
no,-73.94956,40.68039
no,-73.93374,40.84932
no,-73.947174,40.80849
no,-73.994026,40.756527
no,-73.91776,40.743046
no,-73.98404,40.754936
no,-74.01207,40.643425
no,-74.00014,40.71813
no,-73.98185,40.69358
no,-73.993835,40.718143
no,-73.89286,40.861828
no,-73.976326,40.68251
no,-73.986465,40.75671
no,-73.99071,40.689144
no,-73.9871,40.753605
no,-73.89749,40.674255
no,-73.94592,40.807945
no,-73.807594,40.704147
yes,-73.96477,40.80174
no,-73.875374,40.879578
no,-73.98791,40.75731
no,-73.99684,40.71833
no,-73.881256,40.88271
no,-73.97086,40.693172
no,-73.94755,40.63158
yes,-73.98628,40.692192
no,-73.994354,40.726734
no,-73.91075,40.66968
no,-73.99902,40.722797
no,-73.98633,40.687515
no,-73.884895,40.749695
no,-73.875374,40.879578
no,-73.97569,40.683464
no,-73.9837,40.767963
no,-73.9747,40.680267
no,-73.91685,40.742943
yes,-74.02174,40.631687
no,-73.993744,40.741615
no,-73.99178,40.7494
no,-73.987114,40.69613
no,-73.99209,40.754093
no,-73.885124,40.858433
no,-73.98624,40.69283
no,-74.00949,40.711773
no,-73.99063,40.750988
no,-73.80696,40.699017
no,-73.94311,40.75162
no,-73.940636,40.750538
yes,-74.01021,40.707695
no,-73.767975,40.660347
no,-73.779945,40.66675
no,-73.972595,40.75332
no,-73.80229,40.702736
no,-74.01324,40.642303
no,-73.980896,40.75348
no,-73.949455,40.634506
no,-73.89589,40.86226
no,-73.96108,40.8018
no,-73.767975,40.660347
no,-73.934975,40.84984
no,-73.973465,40.76276
no,-73.9456,40.71148
no,-73.985435,40.74147
no,-74.11222,40.629505
no,-73.95964,40.577995
no,-73.91678,40.815697
no,-73.984505,40.738537
no,-73.901085,40.862755
no,-73.8594,40.69248
no,-73.9735,40.759426
no,-73.96984,40.69313
no,-73.901085,40.862755
no,-73.990524,40.66416
no,-73.85217,40.69366
no,-73.913704,40.76548
no,-73.9694,40.757698
no,-73.976204,40.68529
no,-73.98281,40.76172
no,-73.90029,40.86247
yes,-73.98982,40.664963
no,-73.98557,40.757935
yes,-73.98905,40.760254
no,-73.94755,40.63158
no,-73.93234,40.848736
no,-73.98726,40.693123
no,-74.01468,40.70983
no,-73.77896,40.66564
no,-73.95964,40.577995
no,-73.89176,40.82229
no,-73.96476,40.764053
no,-73.96918,40.647053
no,-73.94043,40.701077
no,-73.9597,40.65484
no,-73.934975,40.84984
no,-73.89997,40.86235
no,-73.93374,40.84932
no,-73.88101,40.88257
no,-73.901085,40.862755
no,-73.94043,40.701077
no,-74.01468,40.70983
no,-73.882744,40.866047
no,-73.97352,40.67864
no,-73.915276,40.81782
no,-73.962135,40.776318
no,-73.960915,40.607693
no,-73.984184,40.759842
no,-74.01319,40.70412
no,-73.976204,40.68529
no,-73.86332,40.69196
no,-73.828804,40.75667
no,-73.99648,40.719048
no,-73.95872,40.650387
no,-73.94633,40.808113
yes,-73.98418,40.76122
no,-73.96478,40.683037
no,-73.97821,40.686817
no,-73.977684,40.752117
no,-73.96705,40.760925
no,-73.96544,40.761894
no,-73.80328,40.70245
yes,-74.02174,40.631687
no,-73.89708,40.862534
no,-73.867714,40.854504
no,-73.99073,40.729897
no,-73.84866,40.6946
no,-73.986374,40.740185
no,-74.01266,40.642864
no,-73.88646,40.85404
no,-73.93641,40.84954
no,-73.94227,40.80641
no,-73.97994,40.75478
no,-73.99068,40.754314
no,-73.99029,40.71918
no,-73.97018,40.6846
yes,-73.98701,40.68777
no,-73.97772,40.68444
no,-73.94307,40.701424
no,-73.89484,40.862064
no,-73.94034,40.67989
no,-73.985176,40.755272
no,-73.976364,40.751034
no,-73.972206,40.749825
no,-73.90021,40.700497
no,-73.766075,40.657864
no,-73.99029,40.71918
no,-73.920265,40.826153
no,-73.95903,40.65295
no,-74.111176,40.629288
no,-73.98772,40.701267
no,-73.97606,40.751442
no,-73.91075,40.66968
no,-73.89139,40.8617
no,-73.9526,40.810764
no,-73.97076,40.76161
no,-73.97746,40.68405
no,-73.987785,40.74977
no,-73.893585,40.823803
no,-73.98828,40.74915
no,-73.95135,40.743214
no,-73.993835,40.718143
no,-73.89194,40.824654
no,-73.922676,40.826855
no,-73.988396,40.759163
no,-73.97985,40.687344
no,-73.89589,40.86226
no,-73.9653,40.759308
no,-73.985855,40.75388
no,-73.97972,40.687187
no,-73.982666,40.686085
no,-73.80775,40.70058
no,-73.99396,40.751522
yes,-73.984055,40.76142
no,-73.901085,40.862755
no,-74.004585,40.72417
no,-73.89959,40.67134
no,-73.948074,40.71124
no,-73.95209,40.680546
no,-73.96434,40.7606
no,-74.00974,40.645664
no,-73.99631,40.753387
no,-73.987434,40.71829
no,-73.93561,40.67888
no,-73.96413,40.682888
no,-73.95816,40.647766
no,-73.99074,40.75595
no,-73.94849,40.63363
yes,-73.77134,40.764263
no,-73.96389,40.761234
no,-73.96434,40.7606
no,-73.94445,40.807343
no,-73.96914,40.76093
no,-73.946335,40.631577
no,-73.91901,40.758972
no,-73.902016,40.880547
no,-73.98124,40.68714
no,-73.90066,40.675484
no,-73.96289,40.607018
no,-73.89373,40.861942
no,-73.82964,40.75855
no,-73.83192,40.75895
no,-73.95091,40.636086
no,-73.95117,40.810173
no,-73.90283,40.881687
yes,-74.114815,40.57316
no,-73.79373,40.705906
no,-73.99103,40.742165
no,-73.98898,40.68887
no,-73.89286,40.861828
no,-73.943886,40.807083
no,-73.89808,40.672882
no,-73.98631,40.66917
no,-73.987114,40.69613
no,-73.944435,40.680103
no,-73.98453,40.696033
no,-73.9775,40.687534
no,-73.99396,40.751522
no,-73.951164,40.680477
no,-73.792534,40.70636
no,-73.89997,40.86235
no,-73.98958,40.741547
no,-74.00973,40.73876
no,-73.767944,40.660233
no,-73.98877,40.69461
no,-73.95964,40.577995
no,-73.998726,40.734783
no,-73.9756,40.75786
no,-73.99609,40.75656
no,-73.767975,40.660347
no,-73.80775,40.70058
no,-73.94327,40.68005
no,-73.77416,40.66009
no,-73.91486,40.817127
no,-73.98257,40.73136
no,-73.983154,40.73883
no,-73.93287,40.850506
no,-74.10977,40.570465
no,-73.97746,40.68405
no,-73.98453,40.696033
no,-73.828804,40.75667
no,-73.91499,40.74273
no,-73.88688,40.8552
no,-73.9653,40.759308
no,-73.93455,40.850414
no,-73.96587,40.683266
no,-73.989746,40.690357
no,-73.97364,40.76457
no,-74.00926,40.713253
yes,-74.02174,40.631687
no,-73.972206,40.749825
no,-73.95163,40.81037
no,-73.94213,40.67998
no,-73.99119,40.75533
no,-73.99193,40.731163
no,-73.89194,40.824654
no,-74.00771,40.742832
no,-74.02102,40.63347
no,-73.97068,40.759884
no,-73.97192,40.757122
no,-73.90392,40.6733
no,-73.96385,40.797916
no,-73.94859,40.74462
no,-73.9407,40.71196
no,-73.89589,40.86226
no,-73.98453,40.696033
no,-73.93455,40.850414
no,-73.918884,40.758923
no,-74.00916,40.646225
no,-73.89685,40.67175
no,-74.001434,40.719936
no,-73.871605,40.878643
no,-73.894585,40.700798
no,-73.81393,40.69775
no,-73.77539,40.70123
no,-73.989624,40.70145
no,-73.96248,40.682613
no,-73.967735,40.76285
no,-73.988205,40.718555
no,-73.93576,40.850166
no,-73.901085,40.862755
no,-73.884315,40.749744
no,-73.94966,40.67875
no,-73.94771,40.632885
no,-73.9023,40.670937
no,-73.792534,40.70636
no,-73.959335,40.652927
no,-73.871605,40.878643
no,-73.94833,40.80897
no,-73.95803,40.64507
yes,-73.97961,40.677677
no,-74.0223,40.63032
no,-73.92189,40.741478
no,-73.99996,40.718018
no,-73.972374,40.762287
no,-74.0088,40.708157
no,-73.97328,40.68584
no,-73.915276,40.81782
no,-73.98391,40.69484
no,-73.97863,40.68983
no,-74.01055,40.709152
no,-73.98957,40.701527
no,-73.79238,40.706413
no,-73.958084,40.645813
no,-73.91871,40.743156
no,-73.89192,40.826794
no,-73.961464,40.80117
no,-73.76775,40.6589
no,-73.98135,40.74708
yes,-73.96477,40.80174
no,-73.981606,40.746754
no,-73.98296,40.747765
no,-73.96849,40.75895
no,-73.93234,40.848736
no,-73.9597,40.65484
no,-73.915855,40.743137
no,-73.99346,40.741993
no,-73.96797,40.683723
no,-73.92116,40.826397
no,-73.982666,40.686085
no,-73.9171,40.76132
no,-73.89708,40.862534
no,-73.990524,40.66416
no,-73.984024,40.743423
no,-74.02836,40.6228
no,-73.9986,40.7171
no,-73.91964,40.743263
no,-73.921486,40.74348
no,-73.99029,40.71918
no,-73.96797,40.683723
no,-73.90981,40.669823
no,-73.95441,40.68086
no,-73.92495,40.82751
no,-73.97511,40.752743
no,-73.97432,40.679733
no,-73.97425,40.758934
no,-73.80315,40.704304
no,-73.96543,40.68318
no,-73.863846,40.691868
no,-73.94392,40.711643
yes,-73.97445,40.68631
no,-73.85217,40.69366
no,-74.01334,40.71523
no,-73.94956,40.68039
no,-73.89965,40.86221
no,-73.96101,40.65008
no,-73.941216,40.67994
no,-73.949455,40.634506
no,-73.91499,40.74273
yes,-73.98412,40.74992
no,-73.983475,40.771133
no,-74.01495,40.704807
no,-73.79842,40.70274
no,-73.97667,40.68297
no,-73.9606,40.68216
no,-73.849144,40.694504
no,-73.97879,40.75348
no,-73.999245,40.71891
no,-73.94506,40.747665
no,-73.94195,40.679985
no,-73.97697,40.755978
no,-73.98983,40.733868
yes,-73.96896,40.79599
no,-73.94549,40.80777
no,-73.89028,40.861107
no,-73.8918,40.823074
no,-73.91635,40.66885
no,-73.84591,40.844124
no,-73.967545,40.760254
no,-73.93673,40.749996
no,-73.99636,40.732254
no,-73.94227,40.80641
no,-73.85468,40.69283
no,-73.96984,40.69313
no,-73.797134,40.703033
no,-73.97352,40.67864
yes,-73.98978,40.719025
no,-73.871605,40.878643
no,-73.89589,40.86226
no,-73.983154,40.73883
no,-73.920876,40.756676
no,-73.989235,40.742275
no,-73.871605,40.878643
no,-73.80775,40.70058
no,-73.906845,40.87996
no,-73.91936,40.75856
no,-73.989624,40.70145
no,-73.94628,40.680214
no,-73.9374,40.67973
no,-73.90408,40.878
no,-74.1057,40.63056
no,-73.87349,40.878853
yes,-73.98509,40.758587
no,-73.79681,40.704697
no,-73.974655,40.75337
no,-73.82964,40.75855
no,-73.94224,40.7118
no,-73.984085,40.7491
no,-73.95872,40.650387
no,-73.98208,40.772987
no,-73.83192,40.75895
no,-73.90523,40.87831
no,-73.99686,40.757732
no,-73.983154,40.73883
no,-73.767975,40.660347
no,-73.83192,40.75895
yes,-73.77134,40.764263
no,-73.97392,40.67921
no,-73.944725,40.80744
no,-73.89589,40.86226
no,-73.993546,40.758797
no,-73.969185,40.757988
no,-73.89028,40.861107
no,-73.99003,40.71911
no,-73.91448,40.818504
no,-73.84332,40.84058
no,-73.862305,40.692135
no,-73.98071,40.68532
no,-73.91829,40.815735
no,-73.89357,40.861923
no,-73.94917,40.809315
no,-73.989624,40.70145
no,-73.97347,40.763657
no,-73.797714,40.704327
no,-73.95567,40.681137
no,-73.9741,40.763947
no,-73.91678,40.815697
no,-73.83015,40.759567
no,-73.871605,40.878643
no,-73.98925,40.752895
no,-73.813324,40.697243
no,-73.9407,40.71196
no,-73.942474,40.80612
no,-73.92345,40.74322
no,-73.94194,40.700726
no,-73.92495,40.82751
no,-73.97863,40.68983
no,-73.88542,40.85857
no,-73.96702,40.79356
no,-74.01324,40.642303
no,-73.989624,40.70145
no,-73.983154,40.73883
no,-73.828804,40.75667
no,-73.9894,40.688274
no,-73.98864,40.70141
no,-73.79397,40.705826
no,-73.96705,40.760925
no,-73.90089,40.86269
no,-73.99218,40.756546
no,-73.960915,40.607693
no,-73.98273,40.750957
no,-73.99769,40.751484
no,-73.9898,40.757233
no,-74.01794,40.63778
no,-73.9978,40.69119
no,-73.984985,40.74209
no,-73.991066,40.755512
no,-73.987206,40.693783
no,-73.973976,40.762966
no,-73.97584,40.681835
no,-73.989624,40.70145
no,-73.9804,40.754154
no,-73.968895,40.76416
no,-74.012886,40.702663
no,-73.9766,40.687183
no,-73.89708,40.862534
no,-73.94833,40.80897
no,-73.96702,40.79356
no,-73.99932,40.71755
no,-73.96435,40.606556
no,-73.99029,40.71918
no,-73.98905,40.736546
no,-73.773926,40.660313
yes,-74.02366,40.62703
no,-73.97667,40.68297
no,-73.94284,40.806664
no,-73.97688,40.751793
no,-73.766075,40.657864
no,-73.97352,40.67864
yes,-73.98617,40.68902
no,-73.89028,40.861107
no,-73.967545,40.760254
no,-73.91827,40.75987
no,-73.96478,40.683037
no,-73.964806,40.759983
no,-73.97985,40.687344
no,-73.99915,40.75458
no,-73.985825,40.757618
no,-73.98412,40.75484
no,-73.984985,40.74209
no,-74.00546,40.74188
no,-73.97173,40.78202
no,-74.019196,40.636574
no,-73.97737,40.686916
no,-73.83113,40.761547
no,-73.98068,40.750904
no,-73.90392,40.6733
no,-74.012886,40.702663
no,-73.98557,40.757935
yes,-73.96988,40.794735
no,-74.15183,40.5494
no,-73.76995,40.761436
no,-73.903275,40.67079
no,-73.87377,40.87891
no,-73.8775,40.88099
no,-73.958244,40.64832
no,-74.00067,40.647488
no,-73.9779,40.685074
no,-73.99583,40.754055
no,-74.01125,40.70211
no,-73.871605,40.878643
no,-73.94833,40.80897
no,-73.96879,40.762486
no,-73.97492,40.761665
no,-73.98966,40.70218
no,-73.99854,40.713444
no,-73.95727,40.608364
no,-73.89997,40.86235
no,-73.99536,40.75469
no,-73.9949,40.715836
no,-73.97411,40.689663
no,-73.80696,40.699017
no,-73.94778,40.633995
no,-73.90079,40.66855
no,-73.9709,40.683395
no,-73.98474,40.74939
no,-73.94043,40.701077
no,-73.88435,40.85819
no,-73.983185,40.75034
no,-73.97937,40.68668
no,-74.01421,40.70872
yes,-74.00634,40.739628
no,-73.99585,40.726524
no,-73.990845,40.71399
no,-73.88168,40.88291
no,-73.99749,40.714005
no,-73.99029,40.71918
no,-73.949455,40.634506
no,-73.91401,40.669205
no,-73.9171,40.76132
no,-73.94194,40.700726
no,-73.89192,40.826794
no,-73.93911,40.749718
no,-73.99443,40.716965
no,-73.99944,40.715626
no,-73.98828,40.74915
no,-73.96613,40.762177
no,-73.903275,40.67079
no,-73.99193,40.731163
no,-73.878494,40.881073
no,-73.98631,40.66917
no,-73.94725,40.711323
no,-73.98221,40.750744
yes,-73.96988,40.794735
no,-73.85468,40.69283
no,-73.89839,40.674118
no,-73.986374,40.740185
no,-73.89286,40.861828
no,-73.95859,40.68174
no,-73.94286,40.705288
no,-73.97451,40.680733
no,-73.91356,40.669262
no,-73.911674,40.669548
no,-73.94833,40.80897
no,-73.93617,40.749714
no,-73.94833,40.80897
no,-74.00578,40.725674
no,-73.98141,40.687943
no,-74.00479,40.723625
no,-74.02567,40.62214
no,-73.7908,40.706867
no,-73.993835,40.718143
no,-73.99348,40.753887
no,-73.96547,40.606174
no,-73.97443,40.68614
no,-73.98214,40.691227
no,-73.9042,40.700737
no,-73.974396,40.686127
no,-73.95823,40.64822
no,-73.89589,40.86226
no,-73.882744,40.866047
no,-73.96162,40.682373
no,-73.93844,40.679787
no,-73.92616,40.744026
no,-73.9879,40.754745
no,-73.785,40.666386
no,-73.98219,40.77221
no,-73.93755,40.74886
no,-74.10052,40.631214
no,-73.85217,40.69366
no,-73.98566,40.762917
no,-73.99985,40.719193
no,-73.94817,40.711227
no,-74.00775,40.724842
no,-73.97373,40.76287
no,-74.16345,40.543766
no,-73.84307,40.839794
no,-73.99485,40.750294
no,-73.83015,40.759567
no,-73.99326,40.758682
no,-74.00479,40.723625
no,-73.91953,40.741947
no,-73.9821,40.76889
no,-73.98327,40.694813
no,-74.016464,40.70509
no,-73.983154,40.73883
yes,-73.965225,40.80111
no,-73.85024,40.69427
no,-73.98248,40.754158
no,-74.00501,40.706852
no,-74.00566,40.726437
no,-73.96189,40.607338
no,-73.98399,40.68817
no,-73.91731,40.66871
no,-73.94549,40.80777
no,-74.008575,40.646786
no,-73.97191,40.67641
no,-73.97307,40.762592
no,-73.97584,40.681835
no,-73.988205,40.718555
no,-73.98854,40.702488
no,-73.96101,40.65008
no,-73.94323,40.70152
no,-73.96101,40.65008
no,-73.94755,40.63158
no,-74.01324,40.642303
no,-73.90021,40.700497
no,-73.97423,40.762634
no,-74.014404,40.641186
no,-73.92118,40.829628
no,-73.940636,40.750538
no,-73.984215,40.750786
no,-73.98071,40.68532
no,-73.89589,40.86226
no,-73.82861,40.75799
no,-73.97585,40.69336
no,-73.98719,40.73329
no,-73.99347,40.75219
no,-73.97296,40.76003
no,-73.98631,40.66917
no,-73.98549,40.670147
no,-73.96849,40.75895
no,-74.00052,40.732315
no,-74.11404,40.572754
no,-73.89028,40.861107
no,-73.991646,40.729874
no,-73.95018,40.809746
yes,-73.77098,40.7636
no,-73.99437,40.69024
no,-73.903275,40.67079
no,-73.903275,40.67079
no,-73.9374,40.67973
no,-73.954704,40.610264
no,-73.99396,40.71429
no,-73.894066,40.86235
no,-73.95019,40.711052
no,-73.94055,40.711666
no,-73.990486,40.743584
no,-73.77052,40.76268
no,-73.9873,40.75045
no,-73.98859,40.736366
yes,-73.98004,40.677048
no,-73.76616,40.65855
no,-73.94549,40.80777
no,-73.94276,40.80661
no,-73.89295,40.824135
no,-73.82964,40.75855
no,-73.99108,40.757763
no,-73.97231,40.7648
no,-73.94649,40.631706
no,-73.97164,40.67606
no,-73.98071,40.68532
no,-73.800064,40.702908
no,-73.90263,40.66827
no,-73.92056,40.743374
yes,-73.96387,40.80297
no,-73.99357,40.757145
no,-73.987114,40.69613
no,-73.90454,40.700317
no,-73.99034,40.740494
no,-73.91677,40.816555
no,-73.91871,40.743156
no,-73.77668,40.663033
no,-73.84774,40.694775
no,-73.94649,40.631706
no,-73.98453,40.696033
no,-73.97245,40.677162
no,-73.98735,40.691456
no,-73.95091,40.636086
no,-73.97585,40.69336
no,-73.97896,40.69192
no,-73.99367,40.690033
no,-73.94227,40.80641
no,-73.98625,40.74826
no,-73.94771,40.632885
no,-73.81393,40.69775
no,-73.97761,40.75208
no,-74.01414,40.70468
no,-73.79681,40.704697
yes,-74.02357,40.627243
no,-73.96478,40.683037
no,-73.97451,40.680023
no,-73.9855,40.752934
no,-73.95338,40.68064
no,-73.89838,40.700516
no,-73.95822,40.648125
no,-73.9631,40.775
no,-73.974945,40.7501
no,-74.005165,40.740856
no,-73.95946,40.653576
no,-73.9897,40.75228
no,-73.95964,40.577995
no,-73.90021,40.700497
no,-73.9917,40.735203
no,-73.99029,40.71918
no,-73.97216,40.759678
no,-73.9917,40.735203
no,-73.87349,40.878853
no,-73.97426,40.75892
no,-73.987114,40.69613
no,-73.905876,40.87738
no,-73.94392,40.711643
no,-73.98183,40.68733
no,-73.9766,40.682842
yes,-73.886826,40.856434
no,-73.805244,40.701954
no,-73.915565,40.76321
no,-73.95964,40.577995
no,-73.89965,40.86221
no,-73.98631,40.66917
no,-73.884315,40.749744
no,-73.915276,40.81782
no,-73.966675,40.64803
no,-73.964226,40.68293
no,-74.01285,40.70971
no,-74.01334,40.71523
no,-73.94034,40.67989
no,-73.94445,40.807343
no,-73.97549,40.78195
no,-73.98243,40.673233
no,-73.876785,40.880257
no,-73.97949,40.755405
no,-74.003914,40.651264
no,-73.98925,40.752895
no,-73.99362,40.736004
no,-73.88889,40.86038
no,-73.971245,40.760937
no,-74.00126,40.646927
no,-73.972206,40.749825
no,-73.96308,40.64944
no,-73.98018,40.75447
no,-73.918465,40.825573
yes,-73.97929,40.67814
no,-73.867714,40.854504
no,-73.89139,40.8617
no,-73.78108,40.668026
no,-73.99882,40.723022
no,-73.99986,40.72179
no,-73.99029,40.72902
no,-73.94956,40.68039
no,-73.7949,40.70546
no,-73.92616,40.744026
no,-73.99327,40.702435
no,-73.99336,40.716652
no,-74.005424,40.7048
no,-73.90309,40.700455
no,-73.98852,40.75901
no,-73.98453,40.696033
yes,-73.96942,40.79536
no,-73.96222,40.69386
no,-74.010635,40.704567
no,-73.97351,40.752064
no,-74.016464,40.70509
no,-73.98617,40.76219
no,-73.97698,40.75435
no,-73.82964,40.75855
no,-74.02366,40.61996
no,-73.89286,40.861828
no,-73.98798,40.74949
no,-73.989624,40.70145
no,-73.98719,40.73329
no,-73.936226,40.679657
no,-73.941216,40.67994
no,-73.984566,40.759296
yes,-73.9933,40.74223
no,-73.99029,40.71918
no,-73.99118,40.717342
no,-73.9959,40.71615
no,-73.99014,40.751656
no,-73.99585,40.726524
no,-73.934975,40.84984
no,-73.98748,40.760403
no,-73.89992,40.672607
no,-73.891624,40.820984
no,-73.959335,40.652927
no,-73.94392,40.711643
no,-73.79375,40.705902
no,-74.014404,40.641186
no,-73.973785,40.68306
no,-73.9653,40.759308
no,-73.94746,40.745106
no,-74.00099,40.71793
no,-74.009834,40.70812
no,-73.997314,40.759537
yes,-73.976906,40.779995
no,-73.881256,40.88271
no,-74.007095,40.72877
no,-73.779945,40.66675
no,-74.015915,40.706657
yes,-73.98426,40.749977
no,-73.984634,40.70369
no,-73.99029,40.71918
no,-73.91685,40.742943
yes,-73.98686,40.75108
no,-73.87439,40.879055
no,-73.99482,40.718456
no,-73.972374,40.762287
no,-73.91678,40.815697
no,-73.97858,40.694637
no,-73.863846,40.691868
no,-74.015915,40.706657
no,-73.82964,40.75855
no,-73.90024,40.67385
no,-73.7949,40.70546
no,-73.89997,40.86235
no,-73.987114,40.69613
no,-73.96222,40.69386
no,-73.97835,40.684395
no,-73.98775,40.70066
no,-73.989944,40.73447
no,-74.016464,40.70509
no,-73.986725,40.715954
no,-73.99996,40.718018
no,-73.98618,40.749096
no,-73.96984,40.69313
no,-73.919334,40.758587
no,-73.999916,40.757412
no,-73.99595,40.71357
no,-73.9883,40.734657
yes,-73.98902,40.743797
no,-73.899315,40.67398
no,-73.96564,40.795456
no,-73.94327,40.68005
no,-73.88093,40.858818
no,-73.91756,40.81603
no,-73.95872,40.650387
no,-73.96308,40.64944
no,-73.828804,40.75667
no,-73.94959,40.679634
no,-73.96587,40.683266
no,-73.98141,40.687943
no,-73.98453,40.696033
no,-73.92447,40.8283
no,-73.9804,40.754154
no,-73.98885,40.758533
no,-73.94628,40.680214
no,-73.990135,40.713383
no,-73.89139,40.8617
no,-73.98885,40.758533
no,-73.76768,40.658417
no,-73.99493,40.75529
yes,-73.77134,40.764263
no,-73.99769,40.751484
no,-73.953285,40.6802
no,-73.959335,40.652927
no,-74.01444,40.70322
no,-73.90151,40.880955
no,-73.858185,40.692574
no,-73.91731,40.66871
no,-73.942856,40.70518
no,-74.02622,40.62149
no,-73.94771,40.632885
no,-73.907005,40.67024
no,-73.97585,40.69336
no,-73.98223,40.773872
no,-73.98444,40.690292
no,-73.907005,40.67024
no,-73.881676,40.853344
no,-73.871605,40.878643
no,-74.10977,40.570465
no,-73.91677,40.816555
no,-73.80794,40.701775
yes,-73.97445,40.68631
no,-73.86216,40.69215
no,-73.8594,40.69248
no,-73.78251,40.66942
no,-73.95137,40.809887
no,-74.02022,40.63544
no,-73.99063,40.750988
no,-73.97039,40.759766
no,-73.922676,40.826855
yes,-73.9928,40.73392
no,-74.01151,40.702957
no,-73.98599,40.740017
no,-73.828804,40.75667
no,-73.98828,40.74915
no,-73.998535,40.719784
no,-73.91391,40.765247
no,-73.89028,40.861107
no,-73.99175,40.69099
no,-73.91901,40.758972
no,-73.98719,40.73329
no,-74.00309,40.73908
no,-73.84591,40.844124
no,-73.97917,40.69349
no,-73.953415,40.7448
yes,-73.9904,40.73129
no,-74.006485,40.71123
no,-73.973976,40.762966
no,-73.882744,40.85365
no,-73.91451,40.669125
no,-73.91901,40.758972
no,-73.96399,40.649082
no,-73.96337,40.79856
no,-73.983154,40.73883
no,-73.98435,40.69212
yes,-73.98831,40.66677
no,-73.97191,40.67641
no,-73.96894,40.758327
no,-73.97559,40.687084
no,-74.00747,40.70722
no,-73.89685,40.67175
no,-73.94833,40.80897
no,-73.96491,40.64872
no,-73.84332,40.84058
no,-73.9996,40.71445
no,-73.99347,40.75219
no,-73.99598,40.716354
no,-73.971176,40.693172
yes,-74.00862,40.71137
no,-73.967545,40.576347
no,-73.99094,40.742123
no,-73.78559,40.672253
no,-73.94227,40.80641
no,-73.98333,40.69365
no,-73.891624,40.820984
no,-73.97569,40.683464
no,-73.91356,40.669262
no,-73.99193,40.731163
no,-73.99548,40.759624
no,-73.997986,40.75111
no,-73.918465,40.825573
no,-73.79855,40.703987
no,-73.99544,40.717278
no,-73.9171,40.76132
no,-73.95117,40.810173
yes,-73.96667,40.79913
no,-73.826546,40.760464
no,-73.76746,40.65705
no,-73.97569,40.683464
no,-73.973785,40.68306
no,-73.89992,40.672607
no,-73.9986,40.7171
no,-73.98281,40.76172
no,-73.90051,40.671204
no,-74.01117,40.701782
yes,-74.02357,40.627243
no,-73.94549,40.80777
yes,-73.97975,40.776104
no,-73.97699,40.750156
no,-73.79681,40.704697
no,-74.01149,40.643986
no,-74.008705,40.71228
no,-73.920265,40.826153
no,-73.97937,40.68668
no,-73.90831,40.699883
no,-73.98566,40.762917
no,-73.971275,40.763767
no,-73.96728,40.76348
no,-73.93918,40.748276
no,-73.94269,40.701176
no,-73.92335,40.7437
no,-73.913704,40.76548
no,-73.98412,40.75484
no,-73.98223,40.773872
no,-73.911064,40.669643
no,-73.99017,40.689728
no,-73.980896,40.75348
yes,-73.990746,40.731426
no,-73.89139,40.8617
no,-73.99063,40.750988
no,-73.97338,40.685883
no,-73.94034,40.67989
no,-73.88229,40.881813
